lfdn;problem;response
453;Unclear / unmeasurable non-functional requirements;He/She doesn't pay attention at first
461;Unclear / unmeasurable non-functional requirements;The metric is not determined directly by ignorance
534;Unclear / unmeasurable non-functional requirements;Little time to define it
676;Unclear / unmeasurable non-functional requirements;the client is not able to define want things he wants
694;Unclear / unmeasurable non-functional requirements;lack of pre-sales to better understand client needs
819;Unclear / unmeasurable non-functional requirements;No time to gather [requirements] with the Infrastructure area
830;Unclear / unmeasurable non-functional requirements;customer took a long time 9 months to formally provide NFRs for the project and when provided omitted to describe scenarios required for performance testing
876;Unclear / unmeasurable non-functional requirements;architectural changes during development time 
894;Unclear / unmeasurable non-functional requirements;Failure to ensure this requirement impacts the end of the project
896;Unclear / unmeasurable non-functional requirements;Lack of experience in being able to see non-functional requirements for a virtual reality teaching platform
952;Unclear / unmeasurable non-functional requirements;process not defined in one go
956;Unclear / unmeasurable non-functional requirements;NP
997;Unclear / unmeasurable non-functional requirements;lack of knowledge of who are involved
1010;Unclear / unmeasurable non-functional requirements;not reviewed by testers
1021;Unclear / unmeasurable non-functional requirements;botched analysis
1031;Unclear / unmeasurable non-functional requirements;little time is spent on revealing requirements.
1039;Unclear / unmeasurable non-functional requirements;Often placed after the requirements definition
1055;Unclear / unmeasurable non-functional requirements;some NFR are very difficult to measure 
1064;Unclear / unmeasurable non-functional requirements;Lack of requirement engineering competence:Lack of project management competence
1070;Unclear / unmeasurable non-functional requirements;Not enough upfront thinking about critical requirements 
1097;Unclear / unmeasurable non-functional requirements;Non-functional requirements are requested at high level
1122;Unclear / unmeasurable non-functional requirements;Expectation without details or request, but implicit in the customer view
1124;Unclear / unmeasurable non-functional requirements;Fear of the unknown, leaving the broad requirements that allow requesting any changes that are deemed necessary as the project progresses.
1139;Unclear / unmeasurable non-functional requirements;Little time to develop requirements
1167;Unclear / unmeasurable non-functional requirements;Requirements without control of changes are accepted
1168;Unclear / unmeasurable non-functional requirements;Hay ambigüedad cuando se describen los requisitos
1187;Unclear / unmeasurable non-functional requirements;Customers do not know what they want
1221;Unclear / unmeasurable non-functional requirements;Error in the documentation
1224;Unclear / unmeasurable non-functional requirements;Requirements ere not validated
1225;Unclear / unmeasurable non-functional requirements;There are no project leaders on the behalf of the client
1289;Unclear / unmeasurable non-functional requirements;Business do not wants to get emasured
1290;Unclear / unmeasurable non-functional requirements;PLM no technical Understanding 
1353;Unclear / unmeasurable non-functional requirements;CUSTOMER ASSUMES REQUIREMENTS NOT SPECIFIED
1355;Unclear / unmeasurable non-functional requirements;The staff is not completely focused on what it is needed to achieve
1356;Unclear / unmeasurable non-functional requirements;Not enough time for requirements
1359;Unclear / unmeasurable non-functional requirements;The requirements are continuously changed by the client
1360;Unclear / unmeasurable non-functional requirements;Multiple criteria at the time of implementation
1416;Unclear / unmeasurable non-functional requirements;EMPLOYEES WHO DO NOT COLLABORATE
1417;Unclear / unmeasurable non-functional requirements;Lack of data or requirements
1433;Unclear / unmeasurable non-functional requirements;Bad work of the business analyst
1621;Unclear / unmeasurable non-functional requirements;Specifying requirements with  it should work like this product 
1668;Unclear / unmeasurable non-functional requirements;It cover areas with specific functions
1670;Unclear / unmeasurable non-functional requirements;It cover specific areas
1676;Unclear / unmeasurable non-functional requirements;this generally works out fine for us, but we don't always think the non-functional requirements through, in favour of delivering more stories in the current sprint.
1695;Unclear / unmeasurable non-functional requirements;LACK OF PROCESS INTEGRATION
1698;Unclear / unmeasurable non-functional requirements;Unclear REQUIREMENTS
1742;Unclear / unmeasurable non-functional requirements;lack in communication
1744;Unclear / unmeasurable non-functional requirements;Same
1744;Unclear / unmeasurable non-functional requirements;Same
1759;Unclear / unmeasurable non-functional requirements;informal nature of the project
1812;Unclear / unmeasurable non-functional requirements;not specified well
1842;Unclear / unmeasurable non-functional requirements;With respect to to the case of non-functional requirements not being measurable: lack of time to invest in the formal definition of these requirements and the fact that they are implicit and not formally required by the customer
1849;Unclear / unmeasurable non-functional requirements;Bad requirement interviews
1896;Unclear / unmeasurable non-functional requirements;Vague or abstract requirements
1909;Unclear / unmeasurable non-functional requirements;Lack of methodology
1917;Unclear / unmeasurable non-functional requirements;It's usually an ego origin
1932;Unclear / unmeasurable non-functional requirements;"knowledge and experience gaps about writing requirements; non-recognition of the importance of the requirements"
1941;Unclear / unmeasurable non-functional requirements;Lack of time
1961;Unclear / unmeasurable non-functional requirements;no one cares about this (i.e. no time, budget to even define them), until something breaks / someone complains
1963;Unclear / unmeasurable non-functional requirements;x
48;Underspecified requirements that are too abstract and allow for various interpretations;Causes assumptions of what should be implemented because too vague
81;Underspecified requirements that are too abstract and allow for various interpretations;Due to time constraints and distribution of customer-provider (different place)
119;Underspecified requirements that are too abstract and allow for various interpretations;customer not communicating wider system design issues
129;Underspecified requirements that are too abstract and allow for various interpretations;Poor initial understanding of need
146;Underspecified requirements that are too abstract and allow for various interpretations;to far distance between user and developer
147;Underspecified requirements that are too abstract and allow for various interpretations;Project goal is unclear
150;Underspecified requirements that are too abstract and allow for various interpretations;Detailed requirements are documented prior to the solution being chosen / determined.
168;Underspecified requirements that are too abstract and allow for various interpretations;People in this project have research backgrounds with little practical experience.
182;Underspecified requirements that are too abstract and allow for various interpretations;Unclear 
213;Underspecified requirements that are too abstract and allow for various interpretations;High level of requirements.  Business representatives and business project manager sometimes do not consider all related issues and requirements
230;Underspecified requirements that are too abstract and allow for various interpretations;Some requirements require experience in the field to be able to complete them. Therefore when someone is new to the project they have a bigger learning curve.
231;Underspecified requirements that are too abstract and allow for various interpretations;Inexperienced team members in RE
267;Underspecified requirements that are too abstract and allow for various interpretations;Not enough communication 
283;Underspecified requirements that are too abstract and allow for various interpretations;uncertainty of of what should be developed and tested - or how it should function.
330;Underspecified requirements that are too abstract and allow for various interpretations;Lack of customer involvement who has the idea. He/She assumes that his/her needs will be so, but he/she has no time or interest to participate in meetings of definition
355;Underspecified requirements that are too abstract and allow for various interpretations;it means, that SW is developed by third party (<>>>>> Black Box)
370;Underspecified requirements that are too abstract and allow for various interpretations;only focus on their domain - no big picture view
384;Underspecified requirements that are too abstract and allow for various interpretations;"customer does not think through the consequences of each business requirement; expect clarification of underspecified requirements by Business Analyst in workshops with customer"
416;Underspecified requirements that are too abstract and allow for various interpretations;Non professional requirement analyst
444;Underspecified requirements that are too abstract and allow for various interpretations;Bad specification
453;Underspecified requirements that are too abstract and allow for various interpretations;They are left for later
461;Underspecified requirements that are too abstract and allow for various interpretations;"lack of time; client does not provide complete information, a feature / product it sold, but it does not have"
468;Underspecified requirements that are too abstract and allow for various interpretations;The client is not very good at stating its needs.
511;Underspecified requirements that are too abstract and allow for various interpretations;customer does not allocate enought resources (time) 
523;Underspecified requirements that are too abstract and allow for various interpretations;Lack of an analyst and a written document from a very poor shape
549;Underspecified requirements that are too abstract and allow for various interpretations;Features often come from a range of customers/people and sometimes we don't get all the info we need or are badly communicated
694;Underspecified requirements that are too abstract and allow for various interpretations;"documentation poorly written ; incomplete documentation"
710;Underspecified requirements that are too abstract and allow for various interpretations;lack of time from the product owner to produce proper documentation,lack of training of the product owner to do in depth analysis and design verification
719;Underspecified requirements that are too abstract and allow for various interpretations;Lack of analysis
740;Underspecified requirements that are too abstract and allow for various interpretations;Customer's interpretation problems
795;Underspecified requirements that are too abstract and allow for various interpretations;Often requirements for 2 months of features boil down to 3 sentences
868;Underspecified requirements that are too abstract and allow for various interpretations;lack of time, lack of experience
876;Underspecified requirements that are too abstract and allow for various interpretations;generally requirements are described when new functionalities are discovered, allowing refactoring,
879;Underspecified requirements that are too abstract and allow for various interpretations;abstract requirements allow taking wrong decisions.
880;Underspecified requirements that are too abstract and allow for various interpretations;Laws as a source of requirements.
894;Underspecified requirements that are too abstract and allow for various interpretations;Rework
910;Underspecified requirements that are too abstract and allow for various interpretations;Staff training in the elicitation and writing of requirements
918;Underspecified requirements that are too abstract and allow for various interpretations;"Client does not know the operation of his process;"
921;Underspecified requirements that are too abstract and allow for various interpretations;Lack of time and a process targeted to maintain well-specified and detailed requirements
923;Underspecified requirements that are too abstract and allow for various interpretations;Customer has difficulty to list / present requirements
930;Underspecified requirements that are too abstract and allow for various interpretations;The customer has no clear his/her requirements
933;Underspecified requirements that are too abstract and allow for various interpretations;Requirements analyst does not know the business rule.
945;Underspecified requirements that are too abstract and allow for various interpretations;very complex requirements with N possibilities 
959;Underspecified requirements that are too abstract and allow for various interpretations;Failures in analysis lead to later discoveries that are sometimes not specified by the client, and we then make the specifications for client approval.
987;Underspecified requirements that are too abstract and allow for various interpretations;more time required
1010;Underspecified requirements that are too abstract and allow for various interpretations;not reviewed by testers
1014;Underspecified requirements that are too abstract and allow for various interpretations;bad documentation
1051;Underspecified requirements that are too abstract and allow for various interpretations;Insufficient training
1064;Underspecified requirements that are too abstract and allow for various interpretations;Lack of requirement engineering competence:Lack of project management competence
1070;Underspecified requirements that are too abstract and allow for various interpretations;Feature pressure of top management
1079;Underspecified requirements that are too abstract and allow for various interpretations;Some of the elicitation ends up being carried out with the end users of the client, not their managers, which in turn to not have the day to day practive but are the ones who decide
1080;Underspecified requirements that are too abstract and allow for various interpretations;The concepts are weak and not documented, the same indicator may have several meanings. Customers are unclear about the full organizational chart.
1101;Underspecified requirements that are too abstract and allow for various interpretations;not validated requirements
1111;Underspecified requirements that are too abstract and allow for various interpretations;fast or insufficient survey
1118;Underspecified requirements that are too abstract and allow for various interpretations;Communication problems, poor domain of language
1122;Underspecified requirements that are too abstract and allow for various interpretations;The customer has no functional sense of the desired requirements, and has only concepts of the needs, taking into account the insufficient time, it becomes a big problem
1139;Underspecified requirements that are too abstract and allow for various interpretations;There are little time to elicit requirements
1163;Underspecified requirements that are too abstract and allow for various interpretations;Programming before stating the problem correctly
1171;Underspecified requirements that are too abstract and allow for various interpretations;Lack of planning
1239;Underspecified requirements that are too abstract and allow for various interpretations;difficulties finding the right level of abstraction
1289;Underspecified requirements that are too abstract and allow for various interpretations;Often used to give offers. Time to go for these requerments are to close.
1339;Underspecified requirements that are too abstract and allow for various interpretations;Lack of management commitment
1349;Underspecified requirements that are too abstract and allow for various interpretations;CUSTOMER HAS NO CLEAR WHAT SHE/HE NEEDS
1351;Underspecified requirements that are too abstract and allow for various interpretations;Information Hiding by customer
1353;Underspecified requirements that are too abstract and allow for various interpretations;The customer has very short time limits
1355;Underspecified requirements that are too abstract and allow for various interpretations;The client has unclear his/her needs
1360;Underspecified requirements that are too abstract and allow for various interpretations;CUSTOMER DOES NOT EXPRESS IN A CLEAR WAY HIS/HER NEEDS
1384;Underspecified requirements that are too abstract and allow for various interpretations;The person in charge of the client's side does not understand what the users were wishing to correct
1402;Underspecified requirements that are too abstract and allow for various interpretations;Communication skill sets weak in sales/marketing
1411;Underspecified requirements that are too abstract and allow for various interpretations;because of the above-mentioned lack of knowledge regarding legacy components
1417;Underspecified requirements that are too abstract and allow for various interpretations;DIFFERENCES IN THE KNOWLEDGE ABOUT technologies
1423;Underspecified requirements that are too abstract and allow for various interpretations;Business processes
1424;Underspecified requirements that are too abstract and allow for various interpretations;CUSTOMER SUPPORT
1426;Underspecified requirements that are too abstract and allow for various interpretations;requirements are formulated by customer, who has little or no experience
1462;Underspecified requirements that are too abstract and allow for various interpretations;CUSTOMER DOES NOT KNOW WHAT HE NEEDS TO BE SATISFIED
1466;Underspecified requirements that are too abstract and allow for various interpretations;Poor execution by BA/Product Owner, coupled with not enough questions from the development team.
1467;Underspecified requirements that are too abstract and allow for various interpretations;insufficient discussion on requirement clarification
1560;Underspecified requirements that are too abstract and allow for various interpretations;Assumption that high-level expectations is sufficient
1620;Underspecified requirements that are too abstract and allow for various interpretations;Sometimes requirements are not specific enough from the customer or account management so clarification is needed. 
1621;Underspecified requirements that are too abstract and allow for various interpretations;Specifying requirements with  it should work like this product 
1669;Underspecified requirements that are too abstract and allow for various interpretations;Lack of communication
1690;Underspecified requirements that are too abstract and allow for various interpretations;The client and the project leader do not make requirements with responsability
1695;Underspecified requirements that are too abstract and allow for various interpretations;Lack of importance
1705;Underspecified requirements that are too abstract and allow for various interpretations;Wrong requirements
1718;Underspecified requirements that are too abstract and allow for various interpretations;"Lack of mechanism to generate specific enough requirements; Shortage of time to specify requirements"
1723;Underspecified requirements that are too abstract and allow for various interpretations;Lack of budget
1741;Underspecified requirements that are too abstract and allow for various interpretations;Assumptions of same knowledge
1744;Underspecified requirements that are too abstract and allow for various interpretations;Hard to deliver according to time, budget and hoped
1755;Underspecified requirements that are too abstract and allow for various interpretations;Missunderstandings
1759;Underspecified requirements that are too abstract and allow for various interpretations;informal nature of the project
1828;Underspecified requirements that are too abstract and allow for various interpretations;"multiple responsibles for the writing of requirements; lack of technical knowlede when writing the requirements"
1831;Underspecified requirements that are too abstract and allow for various interpretations;Lack of knowledge or specificity
1849;Underspecified requirements that are too abstract and allow for various interpretations;Bad requirement interviews
1896;Underspecified requirements that are too abstract and allow for various interpretations;"Free for all requirement specification (i.e, everyone is allowed to suggest features);"
1917;Underspecified requirements that are too abstract and allow for various interpretations;insufficient documentation/briefing 
1932;Underspecified requirements that are too abstract and allow for various interpretations;"complex system; software requirements oriented by contract requirements"
1961;Underspecified requirements that are too abstract and allow for various interpretations;written by product owners that know nothing about the product
1962;Underspecified requirements that are too abstract and allow for various interpretations;"Some requirements are assumed as given and are not written down;"
97;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;No standardized processes
106;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Business complexity
141;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"business practices; employee transfers; employee terminations"
147;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Roles and responsibilities are unclear
167;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Leadership
182;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Changing
291;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;When something works, managment tries to implement that in the rest of the organisation. Resulting in shuffling of resources and priorities
295;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Changing phases of supported programme
365;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"keeping up with the industry; being competitive "
393;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;long project span
512;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;not educated enough into the process and therefore does not understand the importance of commitment
663;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;No explicit procedure model in cerntain disciplines and management methods 
722;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;It happens
742;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;New stakeholder on the project
849;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;One must first help the client understanding it's own business
868;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;lack of time, lack of experience
880;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Inconsistent customer development process
959;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;In public agencies, legislation changes frequently, generating changes, at times, considerable.
1082;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;.
1122;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;The area of ​​operation is very dynamic, so that there is constant change of applicants
1204;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Many staff changes in client
1266;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Conflicts of interest between the responsibles for elaborating the contract and the normal ones  in relation  to the main requirements
1291;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Lacking visibility in partner business
1353;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;GENERAL CRITERIA FOR ACCEPTANCE IS VERY FRIENDLY, FAST, SEXY
1358;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;changing market
1411;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;too frequent and highly urgent projects and change requests
1417;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;The customer do not know what he/she want
1560;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Attempt to please customer by giving them what they ask for rather than digging for what they really need
1675;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;General flux of startup-phase business
1695;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Lack of reuse
1697;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;The software has many teams envolved and sometimes all the parts don't document the changes well
1761;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Find the right market approach 
1791;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;as
1812;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;differences of opinion on what is importatn among customers
1911;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Uncertainty of what is desired as system functionality
58;Weak access to customer needs and / or (internal) business information;"business as usual; always worked this way"
81;Weak access to customer needs and / or (internal) business information;Distribution of customers-providers
97;Weak access to customer needs and / or (internal) business information;Project members participate while doing their daily business. 
141;Weak access to customer needs and / or (internal) business information;there is a layer between SMEs and project team
146;Weak access to customer needs and / or (internal) business information;internal politics and big organisations with long decision paths
149;Weak access to customer needs and / or (internal) business information;to many people in the communication line, RE engineers have no direwct access to customer
179;Weak access to customer needs and / or (internal) business information;Do not provide enough information
291;Weak access to customer needs and / or (internal) business information;No always allowed to speak directly to the customer
295;Weak access to customer needs and / or (internal) business information;Absence of sponsor
304;Weak access to customer needs and / or (internal) business information;"strong division structure;  silo thinking "
359;Weak access to customer needs and / or (internal) business information;There is no person exchanging appropriate information with customers.
377;Weak access to customer needs and / or (internal) business information;Key customer stakeholders are not experienced or expert enough
378;Weak access to customer needs and / or (internal) business information;too little focus on understanding the complete picture
420;Weak access to customer needs and / or (internal) business information;there is a wide range of customers with different needs
437;Weak access to customer needs and / or (internal) business information;"lack of customer involvement; lack of planning"
512;Weak access to customer needs and / or (internal) business information;not enough education on importance of committment on all sides and contact between the two
723;Weak access to customer needs and / or (internal) business information;No idea
740;Weak access to customer needs and / or (internal) business information;Limited customer availability
768;Weak access to customer needs and / or (internal) business information;company privacy policy takes longer to get information
795;Weak access to customer needs and / or (internal) business information;Customer provides little in the way of useful contact points other than a single person, would be great except that single person doesn't use the software
831;Weak access to customer needs and / or (internal) business information;Customer does not always get entirely what they want
849;Weak access to customer needs and / or (internal) business information;Internally it was not to understood what the business agreement made with the customer was
901;Weak access to customer needs and / or (internal) business information;Customer usually is unavailable, slow to respond
909;Weak access to customer needs and / or (internal) business information;Elicitation phase is often ignored in the project
916;Weak access to customer needs and / or (internal) business information;We do not have access to the final client to carry out an eliciation of the real needs
917;Weak access to customer needs and / or (internal) business information;insufficient time for gathering requirements, insufficient customer time, lack of customer commitment for approval of requirements / versions of the system
928;Weak access to customer needs and / or (internal) business information;"Business team with low business knowledge; Lack of experience in the position; There is no documentation of the previous version of the products that are in the technology migration process."
990;Weak access to customer needs and / or (internal) business information;Prevent the request of other requirements
1006;Weak access to customer needs and / or (internal) business information;Delay in required feedback
1017;Weak access to customer needs and / or (internal) business information;weak documentation or badly organized/accessible documentation
1055;Weak access to customer needs and / or (internal) business information;busy customers and users
1065;Weak access to customer needs and / or (internal) business information;Lack of Application Lifecycle Management
1079;Weak access to customer needs and / or (internal) business information;Interviews with end users and not the key users
1082;Weak access to customer needs and / or (internal) business information;It is not always possible to have a close and continuous contact with the client's needs
1101;Weak access to customer needs and / or (internal) business information;little customer commitment / engagement
1105;Weak access to customer needs and / or (internal) business information;Customer keeps knowledge
1114;Weak access to customer needs and / or (internal) business information;The client is not interested in participating in the project.
1187;Weak access to customer needs and / or (internal) business information;There are too many heterogeneous clients
1194;Weak access to customer needs and / or (internal) business information;Distinguishing between the requirement and the actual need often allows the team to address better solutions.
1204;Weak access to customer needs and / or (internal) business information;Staff access limited
1224;Weak access to customer needs and / or (internal) business information;Lack of cooperation from the client
1229;Weak access to customer needs and / or (internal) business information;The client does not feel that the system is built for his needs and sees himself as not part of the project
1238;Weak access to customer needs and / or (internal) business information;Multiple clients from different areas and different needs. It is difficult to understand the real problems that customers want to solve, due to they are always unhappy with the problems abstracted.
1283;Weak access to customer needs and / or (internal) business information;Innappropriate people used as stakeholders, lack of knowledge
1289;Weak access to customer needs and / or (internal) business information;IT orgnaisations with demand manager are the counterpart. Business  resp have not enough time allocated. 
1291;Weak access to customer needs and / or (internal) business information;No direct access of our team to customer, only through different stages
1296;Weak access to customer needs and / or (internal) business information;Large complex company
1347;Weak access to customer needs and / or (internal) business information;There is no direct nor frequent communication
1415;Weak access to customer needs and / or (internal) business information;The client does not know about the development
1422;Weak access to customer needs and / or (internal) business information;Weak knowledge between the client and the leader
1526;Weak access to customer needs and / or (internal) business information;Weak domain knowledge
1542;Weak access to customer needs and / or (internal) business information;If there is any feedback being captured e.g. through customer service, this information is not know by the project team
1617;Weak access to customer needs and / or (internal) business information;Customer is not interested, not willing to share business critical information
1650;Weak access to customer needs and / or (internal) business information;The value of the project to the customer/business.
1669;Weak access to customer needs and / or (internal) business information;Lack of collaboration on the part of the client
1698;Weak access to customer needs and / or (internal) business information;Weak access to customer needs
1717;Weak access to customer needs and / or (internal) business information;Delayed input (customer)
1718;Weak access to customer needs and / or (internal) business information;Poor access to the customer 
1791;Weak access to customer needs and / or (internal) business information;df
1810;Weak access to customer needs and / or (internal) business information;Inability for technical experts to talk directly with customers
1812;Weak access to customer needs and / or (internal) business information;hard to contact customer
1828;Weak access to customer needs and / or (internal) business information;Communication flaws between the project and the customer
1842;Weak access to customer needs and / or (internal) business information;We were implementing a system that would serve hundreds of customers with different needs. Due to lack of time, we were unable to talk with a representative number of clients
1923;Weak access to customer needs and / or (internal) business information;Remote work without any previous documentation
58;Weak knowledge about customer's application domain;"business as usual; always worked this way"
144;Weak knowledge about customer's application domain;each of our customers has a unique business interest, and we are consultants so every time we go into a client organization, we have to very quickly learn about their industry and domain (which takes time and can cause some delays)
146;Weak knowledge about customer's application domain;think they can make do without the user. WRONG!
170;Weak knowledge about customer's application domain;no communication with customer
179;Weak knowledge about customer's application domain;There are special processes within customer needs
217;Weak knowledge about customer's application domain;inadequate time
230;Weak knowledge about customer's application domain;As an engineer, I don't always deal with the customer and when I receive the requirements, I do not know why is the requirement even needed. Knowing a little more background always helps me create better implementation.
249;Weak knowledge about customer's application domain;Every project is different
304;Weak knowledge about customer's application domain;"staff turnover; consultancy culture"
359;Weak knowledge about customer's application domain;Because domain knowledge is insufficient, misunderstand specification.
461;Weak knowledge about customer's application domain;Customer does not provide complete information
485;Weak knowledge about customer's application domain;interdisciplinary Gap
512;Weak knowledge about customer's application domain;team did not immerse enough in how the business works
523;Weak knowledge about customer's application domain;There is no meeting to give an overview the business area
570;Weak knowledge about customer's application domain;part of the organization has never visited a customer
573;Weak knowledge about customer's application domain;Makes it difficult to fully understand customers' requirements
626;Weak knowledge about customer's application domain;New team for project
637;Weak knowledge about customer's application domain;Consultancy company with not enough experience from the industry.
740;Weak knowledge about customer's application domain;Little customer dedication
758;Weak knowledge about customer's application domain;For some products we rely quite a bit on customer's intuition
856;Weak knowledge about customer's application domain;Systems with more than 30 years of use by the customer, little documentation and difficulty in understanding the rules for new team members
868;Weak knowledge about customer's application domain;lack of time, lack of experience
879;Weak knowledge about customer's application domain;Business Analyst not immersed in the client application.
900;Weak knowledge about customer's application domain;Little knowledge about business objectives of the client's operating fields
912;Weak knowledge about customer's application domain;Rarely have appropriate access to the Architecture, or time to learn the domain details before having to deliver
985;Weak knowledge about customer's application domain;The domain is gastronomy (food and health), but none have knowledge about this topic
987;Weak knowledge about customer's application domain;more time required
1014;Weak knowledge about customer's application domain;no special background information about his topic
1039;Weak knowledge about customer's application domain;It occurs when the project is from a new domain for the team
1051;Weak knowledge about customer's application domain;Insufficient experience
1069;Weak knowledge about customer's application domain;communication 
1100;Weak knowledge about customer's application domain;Time / cost required to understand the domain
1171;Weak knowledge about customer's application domain;Lack of knowledge about the business logic
1225;Weak knowledge about customer's application domain;The system must have everything
1238;Weak knowledge about customer's application domain;"Not being users of the product itself, it is difficult to understand the actual use thereof; requirements for other countries where we do not know the market or cultural details"
1279;Weak knowledge about customer's application domain;We are a commercial software company so it can be difficult to fully understand the customer domain
1288;Weak knowledge about customer's application domain;a lot of customers
1296;Weak knowledge about customer's application domain;Software specialist not domain experts
1321;Weak knowledge about customer's application domain;We do not know how the product is used by the customer 
1331;Weak knowledge about customer's application domain;restricted information source, very distributed customer knowledge , competing activities
1343;Weak knowledge about customer's application domain;THEY DO NOT MASTER THE SYSTEM CREATED AND THEY HAVE PROBLEMS WITH IT 
1351;Weak knowledge about customer's application domain;THERE IS NO TIME FOR ENOUGH SOFTWARE REQUIREMENTS
1355;Weak knowledge about customer's application domain;They are not completely defined due to contradictions and lack of communication
1358;Weak knowledge about customer's application domain;Lack of training
1417;Weak knowledge about customer's application domain;LACK OF COMMUNICATION
1526;Weak knowledge about customer's application domain;Weak domain knowledge
1542;Weak knowledge about customer's application domain;No feedback is captured from the real end-customers, requirements are coming from internal ideas, rather than supporting data after investigation
1624;Weak knowledge about customer's application domain;Some of the features implemented are not necessarily customers number one focus
1663;Weak knowledge about customer's application domain;lack of initiative to learn/spoon-feeding
1705;Weak knowledge about customer's application domain;Ambiguous REQUIREMENTS
1717;Weak knowledge about customer's application domain;Improper analysis
1727;Weak knowledge about customer's application domain;Lack of equipments
1791;Weak knowledge about customer's application domain;df
1804;Weak knowledge about customer's application domain;Lack of Communication between customer and Developers or Architects
1805;Weak knowledge about customer's application domain;The domain is very difficult
1842;Weak knowledge about customer's application domain;The project team worked little with similar systems to those they were trying to implement
1911;Weak knowledge about customer's application domain;Lack of introductory documentation
82;Weak relationship between customer and project lead;It leads to the business off actually.
120;Weak relationship between customer and project lead;"Geographic ; contract"
163;Weak relationship between customer and project lead;Project lead tells customer one thing, does the opposite. 
278;Weak relationship between customer and project lead;lack of trust relationship
420;Weak relationship between customer and project lead;there is very myuch focus on rules and regulations (laws) which are complicated
573;Weak relationship between customer and project lead;Makes it difficult for project team to successfully implement solutions if leadership is weak
768;Weak relationship between customer and project lead;no rapport building
865;Weak relationship between customer and project lead;Lack of focus on goals
921;Weak relationship between customer and project lead;customer availability to participate in all stages of the process
1012;Weak relationship between customer and project lead;Features that are never used.
1091;Weak relationship between customer and project lead;Relationship problem, the project leader has to have sufficient skills to reverse this kind of situation
1161;Weak relationship between customer and project lead;LACK OF CONFIDENCE
1229;Weak relationship between customer and project lead;Lack of leadership on the team, ignorance of the real progress of the team and therefore lack of security in front of the client
1339;Weak relationship between customer and project lead;BREACH IN WORK SCHEDULES
1343;Weak relationship between customer and project lead;Long meetings that do not help much
1351;Weak relationship between customer and project lead;There is little confidence between the client and the developer
1354;Weak relationship between customer and project lead;WEAK RELATIONSHIP BETWEEN THE PROJECT LEADER AND THE CUSTOMER
1356;Weak relationship between customer and project lead;Technical language used between both
1358;Weak relationship between customer and project lead;Inadequate communication channels
1415;Weak relationship between customer and project lead;The client does not master that field
1416;Weak relationship between customer and project lead;Lack of understanding
1462;Weak relationship between customer and project lead;There is no communication with the company
1482;Weak relationship between customer and project lead;There are few meetings with the customer
