lfdn;problem;reason
1402;Underspecified requirements that are too abstract and allow for various interpretations;Marketing frustrated by requests for clarification
1411;Underspecified requirements that are too abstract and allow for various interpretations;wrong / incomplete implementation
1417;Underspecified requirements that are too abstract and allow for various interpretations;INCOMPATIBILITY
1423;Underspecified requirements that are too abstract and allow for various interpretations;LACK OF COMMUNICATION AND RELATIONSHIP
1424;Underspecified requirements that are too abstract and allow for various interpretations;LACK OF COMMUNICATION
1426;Underspecified requirements that are too abstract and allow for various interpretations;development needs many iterations to be finished
1462;Underspecified requirements that are too abstract and allow for various interpretations;THE OBTAINED PRODUCT WILL NOT meet their NEEDS.
1466;Underspecified requirements that are too abstract and allow for various interpretations;Time lost and frustration gained across the team as we work to get clear, shared requirements.
1467;Underspecified requirements that are too abstract and allow for various interpretations;implemented wrong behaviours and require rework
1560;Underspecified requirements that are too abstract and allow for various interpretations;project delays
1620;Underspecified requirements that are too abstract and allow for various interpretations;Inaccurate allocation of resources which cause technical debt and costs the company money. 
1621;Underspecified requirements that are too abstract and allow for various interpretations;Bad requirements, no prioritization, moving goal posts
1669;Underspecified requirements that are too abstract and allow for various interpretations;NEGoTIATIon ISSUES
1690;Underspecified requirements that are too abstract and allow for various interpretations;Underutilization of HUMAN RESOURCES
1695;Underspecified requirements that are too abstract and allow for various interpretations;UNFINISHED PROJECTS
1705;Underspecified requirements that are too abstract and allow for various interpretations;failures IN THE APPLICATION DEVELOPMENT
1718;Underspecified requirements that are too abstract and allow for various interpretations;"extra team discussions debating interpretation; incorrect solutions being implemented."
1723;Underspecified requirements that are too abstract and allow for various interpretations;CORPORATE SPONSORSHIP
1733;Underspecified requirements that are too abstract and allow for various interpretations;> Development time
1741;Underspecified requirements that are too abstract and allow for various interpretations;Understanding problems to late in the development process
1744;Underspecified requirements that are too abstract and allow for various interpretations;Same as above
1759;Underspecified requirements that are too abstract and allow for various interpretations;misunderstandings in implementation
1763;Underspecified requirements that are too abstract and allow for various interpretations;Makes both estimation and test specification difficult and error prone.
1828;Underspecified requirements that are too abstract and allow for various interpretations;wrong product design when creating solutions
1831;Underspecified requirements that are too abstract and allow for various interpretations;It's hard to pin-point a requirement when several people have different interpretations of the same.
1849;Underspecified requirements that are too abstract and allow for various interpretations;Risk not delivering the correct value
1896;Underspecified requirements that are too abstract and allow for various interpretations;Successive iterations to refine the requirements
1917;Underspecified requirements that are too abstract and allow for various interpretations;the same as above
1932;Underspecified requirements that are too abstract and allow for various interpretations;"failures in development, which leads to an increased effort; potential unnecessary interactions with the customer"
1961;Underspecified requirements that are too abstract and allow for various interpretations;time wasted
1962;Underspecified requirements that are too abstract and allow for various interpretations;"Increased bug fixing;"
106;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"Prioritychange; Sometimes requirements too"
141;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;validation and specificity of requirements sometimes lacking
147;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Rework
167;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;delays
182;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Difficulty in completing bathe project 
291;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Creating waste and bad team spirit
365;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;rework of the application
393;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;communication overhead
512;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;unclear direction for team, time wasted 
663;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Implication to functional quality
722;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Changing requirements, thus missing deadlines
742;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;A stable stakeholder team is unfeasible so change will be expected
754;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;yes
849;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;team without north
868;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;changing requirements and rework
880;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;inaccurate estimates.
959;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Reassessment of the plans too often.
1082;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Implies no commitment
1122;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Conflict with the various teams on the expectation of each deliverable
1204;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Costly reset to align
1266;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Change or loss of the contract by not achieving  its clauses, by the customers
1291;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"Many change requests; "
1353;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;RE-WORK
1358;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;CONSTANT CHANGE OF REQUIREMENTS
1411;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;underspecified requirements
1417;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;nonconforming PRODUCT
1560;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;rework
1675;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;"Confusion when questions need answers; low morale"
1695;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;unable to reuse the WORK PERFORMED.
1697;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Errors and wasting time in development.
1761;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Need to close customer dialog 
1791;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;sdf
1812;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;delay and rework
1911;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;increased costs
58;Weak access to customer needs and / or (internal) business information;missing information
81;Weak access to customer needs and / or (internal) business information;Difficulty to elicit specifics for the requirements
141;Weak access to customer needs and / or (internal) business information;discover issues only during User Acceptance Testing
146;Weak access to customer needs and / or (internal) business information;developers have to guess and that amounts in bad user acceptance
149;Weak access to customer needs and / or (internal) business information;Discussion about the wrong what's
179;Weak access to customer needs and / or (internal) business information;That the real needs are not discovered
291;Weak access to customer needs and / or (internal) business information;Not sure that we are doing the right things
304;Weak access to customer needs and / or (internal) business information;"missing acceptance criteria; difficult starting point"
359;Weak access to customer needs and / or (internal) business information;Lack of personnel with domain knowledge
377;Weak access to customer needs and / or (internal) business information;Scope creep
420;Weak access to customer needs and / or (internal) business information;our customers (farmers) get their money late
437;Weak access to customer needs and / or (internal) business information;rework
512;Weak access to customer needs and / or (internal) business information;business value not added and time wasted trying to understand customer
534;Weak access to customer needs and / or (internal) business information;Any
723;Weak access to customer needs and / or (internal) business information;"stop;stray"
740;Weak access to customer needs and / or (internal) business information;Delay in the project
768;Weak access to customer needs and / or (internal) business information;"incomplete requirements; sliding of timeline"
831;Weak access to customer needs and / or (internal) business information;"Redesign; lack of ownership; higher costs"
849;Weak access to customer needs and / or (internal) business information;team without aim when making decision that could impact the business
901;Weak access to customer needs and / or (internal) business information;"Delivery failed; rework"
909;Weak access to customer needs and / or (internal) business information;Inaccuracy in the identification and specification of requirements
916;Weak access to customer needs and / or (internal) business information;Commitment if delivery meets customer's desired needs
917;Weak access to customer needs and / or (internal) business information;Rework
928;Weak access to customer needs and / or (internal) business information;Low quality in their work. High time investment to generate the requirements.
990;Weak access to customer needs and / or (internal) business information;Requirements partially met or not met at all
1006;Weak access to customer needs and / or (internal) business information;Delay in eliciting requirements
1017;Weak access to customer needs and / or (internal) business information;backtracking
1055;Weak access to customer needs and / or (internal) business information;impact on time management
1065;Weak access to customer needs and / or (internal) business information;More workshops are required to obtain requirements
1079;Weak access to customer needs and / or (internal) business information;Rework
1082;Weak access to customer needs and / or (internal) business information;Involves requirements at medium or low depth
1101;Weak access to customer needs and / or (internal) business information;solution delivered and unused
1105;Weak access to customer needs and / or (internal) business information;failed tests
1114;Weak access to customer needs and / or (internal) business information;Rework
1187;Weak access to customer needs and / or (internal) business information;Requirements shelved
1194;Weak access to customer needs and / or (internal) business information;unoptimal solutions
1204;Weak access to customer needs and / or (internal) business information;Many more iterations than planned 
1224;Weak access to customer needs and / or (internal) business information;Distrust in business analysts
1229;Weak access to customer needs and / or (internal) business information;If there is not enough information, you can not advance the development
1238;Weak access to customer needs and / or (internal) business information;efforts are invested in a solution that was not expected and there is much rework
1283;Weak access to customer needs and / or (internal) business information;Incomplete, not fully satisfactory product
1289;Weak access to customer needs and / or (internal) business information;Acceptance in the end
1291;Weak access to customer needs and / or (internal) business information;Perhaps customer does not need specified features
1296;Weak access to customer needs and / or (internal) business information;Hard to make complete requirements
1347;Weak access to customer needs and / or (internal) business information;Possible not fully appropriate solutions to customer needs
1415;Weak access to customer needs and / or (internal) business information;PRODUCT DOMAIN FAILURES 
1526;Weak access to customer needs and / or (internal) business information;Rework
1542;Weak access to customer needs and / or (internal) business information;Failed attemps of increasing sales and revenue, or addressing customers correctly, no clear strategic direction, since no insights can be obtained
1617;Weak access to customer needs and / or (internal) business information;No direction and lack of focus for the delivery team
1650;Weak access to customer needs and / or (internal) business information;Time
1669;Weak access to customer needs and / or (internal) business information;NEGATIVES TO THE DEVELOPMENT upgrades
1698;Weak access to customer needs and / or (internal) business information;NO CLEAR undestandig of what the CUSTOMER WANTS
1717;Weak access to customer needs and / or (internal) business information;LONGER IN DEVELOPMENT
1718;Weak access to customer needs and / or (internal) business information;"software which solves the wrong problems; customer dissatisfaction; longer meetings"
1791;Weak access to customer needs and / or (internal) business information;df
1810;Weak access to customer needs and / or (internal) business information;"Constant feeling of uncertainty; risk of customer getting confused"
1812;Weak access to customer needs and / or (internal) business information;delay and rework
1828;Weak access to customer needs and / or (internal) business information;difficulty in clarification of requirements
1842;Weak access to customer needs and / or (internal) business information;"Implementation of a project that is not exactly what the customer wants; poor use of the software by the customer - for not answering all his needs; in the case of ISVs, reduced sales; need for new changes"
1923;Weak access to customer needs and / or (internal) business information;"Waste of time to review old code to realize the current system; need for change requirements"
58;Weak knowledge about customer's application domain;missing information
144;Weak knowledge about customer's application domain;increases the amount of time it takes to be knowledgeable enough to make recommendations and deliver valuable solutions
146;Weak knowledge about customer's application domain;Spend to much time on the wrong things
179;Weak knowledge about customer's application domain;poorly chosen requirements
217;Weak knowledge about customer's application domain;developers develop systems based on assumptions
249;Weak knowledge about customer's application domain;Wrong design
304;Weak knowledge about customer's application domain;wrong implementation
359;Weak knowledge about customer's application domain;Lack of personnel with domain knowledge
461;Weak knowledge about customer's application domain;"customer dissatisfaction;"
485;Weak knowledge about customer's application domain;need for more analysis time
512;Weak knowledge about customer's application domain;business value not added
523;Weak knowledge about customer's application domain;Delays in development time
570;Weak knowledge about customer's application domain;making the wrong solution
573;Weak knowledge about customer's application domain;Prolonged timescales to understa nd business needs
626;Weak knowledge about customer's application domain;Lack of domain understanding
637;Weak knowledge about customer's application domain;Wrong design.
740;Weak knowledge about customer's application domain;re work
758;Weak knowledge about customer's application domain;Guessing and having a vague idea about what they need
856;Weak knowledge about customer's application domain;It does not have a phase transfer of knowledge, just to try something new and if this new need old features we have to investigate and talk to the team, but some details always go unnoticed resulting in rework
868;Weak knowledge about customer's application domain;client dissatisfaction, delay in the deadline, increase of the project cost, rework
879;Weak knowledge about customer's application domain;Rework.
900;Weak knowledge about customer's application domain;the technical solution delivered will not meet customer needs
912;Weak knowledge about customer's application domain;Surprises are never a good thing.  This problem results in surprises
985;Weak knowledge about customer's application domain;Waste of time researching the subject
987;Weak knowledge about customer's application domain;more time required
1014;Weak knowledge about customer's application domain;no special background information about his topic
1039;Weak knowledge about customer's application domain;incorrect implementations
1051;Weak knowledge about customer's application domain;Unsatisfactory product
1069;Weak knowledge about customer's application domain;using various method to communicate
1100;Weak knowledge about customer's application domain;Rework
1171;Weak knowledge about customer's application domain;Faulty system functionality
1227;Weak knowledge about customer's application domain;It is a very open approach
1238;Weak knowledge about customer's application domain;Definition of requirements which are not fully adapted to customer needs
1279;Weak knowledge about customer's application domain;Potentially missing the important aspects of how we can assist our customers in doing their job
1288;Weak knowledge about customer's application domain;working in the wrong direction
1296;Weak knowledge about customer's application domain;Hard to understand domain
1321;Weak knowledge about customer's application domain;We do not know where to put the focus
1331;Weak knowledge about customer's application domain;constant design changes and impacts in developing and testing
1343;Weak knowledge about customer's application domain;Lack of TIME coordination
1351;Weak knowledge about customer's application domain;UNCLEAR REQUIREMENTS AND BUSINESS RULES NOT ESTABLISHED
1355;Weak knowledge about customer's application domain;The customer is dissatisfied with the product since he never got involved
1358;Weak knowledge about customer's application domain;INCOMPLETE DOMAIN IN THE APPLICATION FIELD
1417;Weak knowledge about customer's application domain;DELAYS IN defining SOLUTIONS
1486;Weak knowledge about customer's application domain;Wasted time on obvious uninteresting prototypes
1526;Weak knowledge about customer's application domain;Rework
1542;Weak knowledge about customer's application domain;Failed attemps of increasing sales and revenue, no clear strategic direction
1624;Weak knowledge about customer's application domain;quality products that solve needs are not often released
1663;Weak knowledge about customer's application domain;unbalance work load - team lead has most work compared to other team member
1705;Weak knowledge about customer's application domain;LOW appreciation for QUALITY ASSESSMENT
1727;Weak knowledge about customer's application domain;HARDWARE MAINTENANCE
1791;Weak knowledge about customer's application domain;sdf
1804;Weak knowledge about customer's application domain;Project failure
1805;Weak knowledge about customer's application domain;difficult to analyze customer's requirements
1842;Weak knowledge about customer's application domain;"Implementation of a project that is not exactly what the customer wants; poor use of the software by the customer - for not answering all your needs; in the case of ISVs, reduced sales; need for new changes"
1911;Weak knowledge about customer's application domain;greater number of errors when assuming that something should work in a certain way
1931;Weak knowledge about customer's application domain;Customer feedback is a blocker to progress
120;Weak relationship between customer and project lead;Delay
163;Weak relationship between customer and project lead;"Confusion; significant and unnecessary project delays"
278;Weak relationship between customer and project lead;Insufficient support by customer
420;Weak relationship between customer and project lead;the customers (farmers) want their money, and we have to follow rules and regulations (laws)
573;Weak relationship between customer and project lead;Frustration in project team, poor decision making and governance
754;Weak relationship between customer and project lead;ye
768;Weak relationship between customer and project lead;animosity between customer and project team
865;Weak relationship between customer and project lead;"incomplete requirements; delays"
921;Weak relationship between customer and project lead;It has mpact on development
1012;Weak relationship between customer and project lead;Unused Features.
1091;Weak relationship between customer and project lead;"Generating unnecessary friction; lack of response to the project team"
1161;Weak relationship between customer and project lead;POSSIBLE OMISSION of important details
1229;Weak relationship between customer and project lead;the correct information is not trasmited to the team and a different product is built
1339;Weak relationship between customer and project lead;DELAYS AND demotivation of teams.
1343;Weak relationship between customer and project lead;the interest in his work diminishes
1351;Weak relationship between customer and project lead;weak RELATIONSHIP BETWEEN STAKEHOLDERS
1354;Weak relationship between customer and project lead;LOSS OF TIME AND MONEY RESOURCES
1356;Weak relationship between customer and project lead;NO CLEAR COMMUNICATION between CUSTOMER AND DEVELOPER
1358;Weak relationship between customer and project lead;WEAK COMMUNICATION
1415;Weak relationship between customer and project lead;Miscommunication
1416;Weak relationship between customer and project lead;unpleasantness with the CUSTOMER
1462;Weak relationship between customer and project lead;COMPANY DISPUTES generate disagreement
1482;Weak relationship between customer and project lead;SOFTWARE does NOT meet requisites
1484;Weak relationship between customer and project lead;poor PORTABILITY
1485;Weak relationship between customer and project lead;REQUIREMENTS unclear
1695;Weak relationship between customer and project lead;Low product quality
1717;Weak relationship between customer and project lead;INCREASE OPERATIONAL cost
1733;Weak relationship between customer and project lead;Final solution out of the client's objectives
1791;Weak relationship between customer and project lead;sdf
